SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Employment status (official)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Employment status (official)","Employed","Unemployed","Discouraged work-seeker","Not economically active","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"21503011: Ward 11",824.27905,2668.738557,663.67371,9942.777509,0,15234.751279,29334.220105,
"21503012: Ward 12",493.401511,1945.592508,642.0321,7776.601586,1.1164,11858.712111,22717.456216,
"21503013: Ward 13",1354.33212,2150.107653,399.06675,9354.35213,2.2904,12566.591693,25826.740746,
"21503014: Ward 14",2208.59243,3069.921037,342.59933,8263.440848,0,11675.677429,25560.231074,
"21503015: Ward 15",4374.400376,2088.510273,173.9215,3808.158048,1.1164,5634.309963,16080.41656,
"21503016: Ward 16",987.396244,2679.643792,723.58006,6901.644852,0,10984.696049,22276.960997,
"21503017: Ward 17",1628.427054,2469.3702,191.42978,7252.893868,0,9447.702519,20989.823421,
"21503018: Ward 18",765.314796,2389.142939,586.83844,8325.716067,0,12477.320528,24544.33277,
"21503019: Ward 19",2731.450965,2336.092106,412.58561,6250.299777,0,9485.163053,21215.591511,
"21503020: Ward 20",3086.589844,4301.098538,442.11135,9885.328862,5.8864,15056.774538,32777.789532,
"21503021: Ward 21",2342.243656,3760.698117,472.43069,10081.840691,7.8148,12753.737925,29418.765879,
"21503022: Ward 22",3940.87053,2641.024602,466.69483,6389.179272,1.1164,10890.081798,24328.967432,
"21503023: Ward 23",1801.801926,3423.404963,641.25991,5667.362604,0,10606.894146,22140.723549,
"21503024: Ward 24",568.633515,2466.939532,771.34697,7876.526604,2.2328,12680.400056,24366.079477,
"21503025: Ward 25",1163.383113,2408.049723,334.86405,9137.429331,10.0476,13662.72598,26716.499797,
"21503026: Ward 26",794.606699,2499.457076,323.69005,9274.449536,1.261,13730.619638,26624.083999,
"21503027: Ward 27",1024.497132,2468.83808,499.48373,6064.888589,15.6296,9817.926207,19891.263338,
"21503028: Ward 28",688.263095,1876.86013,548.29699,10417.597694,3.3492,15307.129699,28841.496808,
"21503029: Ward 29",1347.312816,2709.997198,988.37987,8528.940242,0,13769.310993,27343.941119,
"21503030: Ward 30",861.623258,2365.542086,464.77044,10560.244428,0,16008.145883,30260.326095,
"21503031: Ward 31",1037.128505,2368.103072,838.97642,9300.388718,1.1164,14730.622237,28276.335352,
"21504001: Ward 1",796.505041,1824.74076,1291.41455,9412.866354,2.2328,13598.233774,26925.993279,
"21504002: Ward 2",1344.625534,1740.239476,450.45935,9456.463278,6.6984,12979.912928,25978.398966,
"21504003: Ward 3",779.034624,1754.293593,301.77331,9676.517919,1.0584,12848.279834,25360.95768,
"21504004: Ward 4",971.274795,1802.308123,521.30601,7578.922909,0,10018.530466,20892.342303,
"21504005: Ward 5",1048.166979,2363.252265,245.20671,5955.71409,0,9240.851687,18853.191731,
"21504006: Ward 6",3731.809266,2500.316305,97.60295,3410.042211,0,5452.839637,15192.610369,
"21504007: Ward 7",722.505703,1613.80171,410.0972,8432.352509,0,11459.374386,22638.131508,
"21504008: Ward 8",1472.819191,1843.232311,574.33313,6672.27598,0,9600.704406,20163.365018,
"21504009: Ward 9",643.121883,1302.397276,420.10624,6153.747764,1.1164,8968.942495,17489.432058,
"21504010: Ward 10",1142.93087,2344.583102,593.21747,7637.011228,0,12076.635706,23794.378376,
"21504011: Ward 11",511.047351,2130.203034,732.57004,8635.279688,5.582,12934.44683,24949.128943,
"21504012: Ward 12",536.502654,2296.810736,719.95909,10216.582511,0,14823.614652,28593.469643,
"21504013: Ward 13",842.900427,1472.740112,519.60471,9796.963295,16.746,14419.970057,27068.924601,
"21504014: Ward 14",687.005772,1658.336641,414.90572,6608.869818,7.9137,9648.720802,19025.752453,
"21504015: Ward 15",338.483201,881.742124,124.90481,4629.273694,22.328,6370.239604,12366.971433,
"21504016: Ward 16",605.331075,1559.887419,581.83354,6717.006849,0,9686.195762,19150.254645,
"21504017: Ward 17",270.766429,1867.096538,375.57755,7679.326703,0,12135.051803,22327.819023,
"21504018: Ward 18",425.783272,2155.040644,414.16751,8159.83428,0,11866.338102,23021.163808,
"21504019: Ward 19",1006.529111,2348.949735,608.64324,9508.907876,2.2328,13592.396974,27067.659736,
"21504020: Ward 20",754.451478,2857.354664,495.39122,9408.564755,1.1164,14683.152174,28200.030691,
"21505001: Ward 1",838.765588,2366.123025,715.8114,10049.502514,6.6984,14173.554291,28150.455218,
"21505002: Ward 2",647.997385,1447.104435,330.46833,9101.29016,0,12469.997018,23996.857328,
"21505003: Ward 3",833.792323,1830.832577,336.54866,8921.273571,4.4199,11952.71131,23879.578341,
"21505004: Ward 4",1018.456617,2543.757626,407.89296,9830.851602,3.3492,12995.564286,26799.872291,
"21505005: Ward 5",462.727579,1590.089042,543.97393,10229.548917,1.0707,12973.583891,25800.994059,
"21505006: Ward 6",678.825007,2554.539036,281.01446,10751.983037,1.1164,14969.821579,29237.299519,
"21505007: Ward 7",2725.034462,2010.549982,295.61829,4792.612427,0,7194.816236,17018.631397,
"21505008: Ward 8",1632.134661,2337.77929,318.7089,8321.291775,14.5933,11164.361577,23788.869503,
"21505009: Ward 9",2205.124334,3335.346935,282.26937,9387.07814,3.3492,11269.588661,26482.75664,
"21505010: Ward 10",3726.790306,3834.512886,347.25958,9076.09328,1.1164,12673.884204,29659.656656,
"21505011: Ward 11",4001.881489,4044.191738,571.53049,6707.168502,2.3361,10290.987189,25618.095508,
"21505012: Ward 12",6176.069256,4629.005267,378.90335,7967.453093,1.1164,10463.431754,29615.97912,
"21505013: Ward 13",2422.603119,3462.880323,383.94656,9304.655907,3.442,11967.821186,27545.349095,
"21505014: Ward 14",758.425619,1911.490423,331.58636,9809.506316,1.1164,12397.759279,25209.884397,
"21505015: Ward 15",2034.359782,2746.788007,340.34579,12259.350401,2.522,15168.023815,32551.389795,
"21505016: Ward 16",479.996203,1754.279002,351.40727,8952.406301,2.3089,12413.389823,23953.787499,
"21505017: Ward 17",880.238051,2065.099,39.92441,12668.969284,2.1871,15912.665747,31569.083592,
"21505018: Ward 18",664.211541,1712.597973,433.6304,8365.242598,8.0214,11836.9774,23020.681312,
"21505019: Ward 19",657.498743,2015.658241,464.85881,12242.723272,3.3492,15541.914237,30926.002503,
"21505020: Ward 20",813.441893,2113.458181,737.11247,12036.432793,4.4656,15599.487668,31304.398605,
"21505021: Ward 21",2090.855936,2255.723901,258.2545,6979.379334,4.4199,9165.025989,20753.65956,
"21505022: Ward 22",550.955451,1769.598971,447.1249,10601.364481,0,14663.189043,28032.232846,
"21505023: Ward 23",981.954842,1654.292731,533.62572,9876.7587,2.2328,13698.372741,26747.237534,
"21505024: Ward 24",808.732854,1670.242869,208.17782,8662.32449,6.6984,11071.695282,22427.871715,
"21505025: Ward 25",528.637241,1431.699936,745.02489,8995.773412,0,12820.723908,24521.859387,
"21505026: Ward 26",699.208338,2115.106921,711.2024,12781.637313,1.261,16232.684292,32541.100264,
"21505027: Ward 27",458.838636,1344.185777,248.3322,8711.417835,5.582,11037.512318,21805.868766,
"21505028: Ward 28",545.239687,1320.653535,286.95103,9212.694482,10.0476,11877.62527,23253.211604,
"21505029: Ward 29",1520.535836,2879.594427,552.82094,10150.613419,0,13862.347133,28965.911755,
"21505030: Ward 30",1275.008709,3561.024892,255.83672,11606.112062,0,15710.430263,32408.412646,
"21505031: Ward 31",1179.91844,2758.978486,385.87232,9973.807926,9.0073,13710.338031,28017.922503,
"21506001: Ward 1",549.927429,1626.257522,363.39451,8307.483042,2.2328,12460.258405,23309.553708,
"21506002: Ward 2",4276.373389,2294.922126,778.78509,5943.092061,4.4199,9443.090492,22740.683058,
"21506003: Ward 3",2266.000584,2829.421421,380.83304,8928.737569,0,11637.934885,26042.927499,
"21506004: Ward 4",1753.594592,2723.562271,275.29078,7784.130289,3.3492,10326.272159,22866.199291,
"21506005: Ward 5",719.796401,2112.189048,111.87829,7594.626625,1.1164,9614.953972,20154.560736,
"21506006: Ward 6",5064.338054,3532.955194,470.05122,7850.711188,3.3492,12679.158684,29600.56354,
"21506007: Ward 7",879.741369,1576.096385,522.54344,6284.10804,0,8212.810648,17475.299882,
"21506008: Ward 8",1014.500074,2124.218327,380.75822,8392.653336,0,11151.178014,23063.307971,
"21506009: Ward 9",955.842466,1684.726878,114.20056,6374.348931,0,7786.778228,16915.897063,
"21506010: Ward 10",628.613652,1468.47034,378.28768,7437.558137,0,9550.632864,19463.562673,
"21506011: Ward 11",601.044245,1440.426474,365.16807,8788.102193,0,10726.569969,21921.310951,
"21506012: Ward 12",616.977226,1866.670355,376.09404,10037.219572,4.5417,13007.330012,25908.832905,
"21506013: Ward 13",542.462936,1852.468809,332.2802,9695.540408,1.1164,14384.296598,26808.165351,
"21506014: Ward 14",1481.798383,3187.792715,694.72812,7900.591925,0,11793.367861,25058.279004,
"21506015: Ward 15",4070.237142,2250.38397,463.58994,6416.383662,2.2328,9179.384413,22382.211927,
"21506016: Ward 16",734.110219,2296.319076,372.31655,7810.781877,1.0707,11479.389459,22693.987881,
"21506017: Ward 17",1132.436134,3004.855333,504.18503,9148.81132,1.1164,12645.069047,26436.473264,
"21506018: Ward 18",1387.08627,2174.59684,142.74594,9406.180426,0,11448.491459,24559.100935,
"21506019: Ward 19",1254.052336,1781.969871,190.47829,8824.493201,5.582,10938.199768,22994.775466,
"21506020: Ward 20",1428.614455,1607.58622,332.4972,7047.101982,4.4656,10667.550315,21087.815772,
"21506021: Ward 21",1682.3036,2392.682787,439.67498,6060.585352,2.3089,8652.868995,19230.424614,
"21506022: Ward 22",626.385744,1546.045532,327.45341,7612.591195,15.5839,10753.080898,20881.140679,
"21506023: Ward 23",844.484152,2401.188651,316.5025,8449.285406,2.522,11487.199489,23501.182198,
"21506024: Ward 24",416.379013,1752.558591,492.06012,8624.179989,3.3492,12311.816026,23600.342939,
"21506025: Ward 25",801.219342,2606.573686,278.3603,9822.409051,2.3361,11752.401713,25263.300192,
"21506026: Ward 26",939.215932,1767.453368,317.70144,6121.431061,1.1164,8569.750902,17716.669103,
"21507001: Ward 1",7773.849146,5454.787431,401.47769,8936.174258,4.4656,13601.100912,36171.855037,
"21507002: Ward 2",10046.99995,6353.727083,261.30381,9142.446492,13.3511,11706.50921,37524.337645,
"21507003: Ward 3",8212.86274,5294.760296,440.73503,7135.288815,2.1871,9851.617839,30937.45182,
"21507004: Ward 4",7267.938299,2838.391554,473.8195,5567.415536,5.582,8847.552917,25000.699806,
"21507005: Ward 5",4670.332308,619.285704,99.40006,8062.525043,4.4076,7349.204257,20805.154972,
"21507006: Ward 6",13176.670051,1740.060889,166.05743,7267.838277,29.8357,8616.429223,30996.89157,
"21507007: Ward 7",2119.096798,408.270487,28.56394,1278.367906,1.0707,1667.595479,5502.96531,
"21507008: Ward 8",10284.273516,4125.187419,268.19133,9808.084964,13.9864,12455.482678,36955.206307,
"21507009: Ward 9",6528.527652,4406.314024,389.65633,6732.788737,12.325,8813.557631,26883.169374,
"21507010: Ward 10",2379.444271,3910.471435,771.69555,10950.26308,0,14460.594202,32472.468538,
"21507011: Ward 11",7350.058582,4604.65608,435.12862,12843.884196,9.09274,14325.634232,39568.45445,
"21507012: Ward 12",5029.225484,4891.337384,704.04177,6077.718208,0,10513.476991,27215.799837,
"21507013: Ward 13",7479.456161,4107.22355,255.56646,7497.122954,0,11460.313711,30799.682836,
"21507014: Ward 14",3334.623065,4634.985078,697.10852,10380.295036,3.4253,14728.354974,33778.791973,
"21507015: Ward 15",1726.977912,3318.088712,613.17526,12325.144322,3.3492,16659.521205,34646.256611,
"21507016: Ward 16",1516.029899,4598.56904,869.71465,13351.985702,3.5014,18849.462746,39189.263437,
"21507017: Ward 17",589.561022,2568.517575,642.64366,14892.149419,4.7896,19713.501857,38411.163133,
"21507018: Ward 18",1079.217238,2907.787154,326.71971,16533.913076,0,21363.094468,42210.731646,
"21507019: Ward 19",1373.196284,3300.959498,721.05267,15773.314989,12.2804,18797.257891,39978.061732,
"21507020: Ward 20",1206.290656,2939.651476,753.12153,17367.466333,3.4253,21226.974351,43496.929646,
"21507021: Ward 21",1235.394247,3644.08394,463.77181,16881.963026,6.905,20949.717475,43181.835498,
"21507022: Ward 22",1354.318383,2807.337639,641.81824,17442.354136,1.1164,21577.286575,43824.231373,
"21507023: Ward 23",2200.266572,4327.816521,959.25219,17398.207157,8.9312,22054.005746,46948.479386,
"21507024: Ward 24",1297.478675,3318.748322,399.73512,17194.364003,4.6178,21427.656269,43642.600189,
"21507025: Ward 25",1052.770647,3190.807397,1412.79324,21914.224749,9.1519,26717.325296,54297.073229,
"21507026: Ward 26",1097.962161,3623.940914,992.11866,15215.076804,5.582,20440.448107,41375.128646,
"21507027: Ward 27",768.851333,3117.934016,789.57989,15676.337747,24.6369,20123.709923,40501.049809,
"21507028: Ward 28",1525.400033,2932.09098,1007.8726,13829.362753,6.9267,17914.546662,37216.199728,
"21507029: Ward 29",4444.394715,3850.365405,654.75875,13413.217073,11.2216,17988.251801,40362.209344,
"21507030: Ward 30",7804.666425,6174.019134,384.62415,8469.50809,3.5101,13182.830274,36019.158173,
"21507031: Ward 31",1129.408578,2918.532328,453.67656,14314.10856,3.5927,17917.105795,36736.424521,
"21507032: Ward 32",2825.656031,4721.048336,896.4513,14065.037209,3.4525,19458.451664,41970.09704,
"21507033: Ward 33",5367.366589,4685.393492,581.58877,10515.137436,11.164,14363.926872,35524.577159,
"21507034: Ward 34",1234.022384,3091.4464,441.85507,12207.75419,7.9181,16057.089059,33040.085203,
"21507035: Ward 35",3348.441184,5002.961897,623.11006,12036.554818,13.3968,16160.988725,37185.453484,
"24401001: Ward 1",3311.277632,1041.989915,146.78692,3579.356774,1.1164,5241.592449,13322.12009,
"24401002: Ward 2",4364.784254,4730.213545,329.96877,9832.722353,8.9312,13889.655513,33156.275635,
"24401003: Ward 3",1317.563682,2651.834875,259.68099,7838.550764,0,10692.349936,22759.980247,
"24401004: Ward 4",848.876709,2327.274693,246.99638,9268.054878,11.164,12191.827105,24894.193765,
"24401005: Ward 5",1821.622572,2216.196603,372.55492,9164.945702,2.2845,13716.340599,27293.944896,
"24401006: Ward 6",2319.648286,2964.254487,430.27062,5138.205044,2.2328,8006.572643,18861.18388,
"24401007: Ward 7",1521.919156,3809.116569,462.2781,17492.012025,7.9594,21162.047566,44455.332816,
"24401008: Ward 8",1514.12665,3322.419659,333.00781,9558.053013,14.5132,13319.057964,28061.178296,
"24401009: Ward 9",1020.172649,1532.086919,241.55392,8013.320523,3.3492,11723.001543,22533.484754,
"24401010: Ward 10",1442.587889,1912.764387,403.27394,6549.249749,2.2328,8660.181906,18970.290671,
"24401011: Ward 11",1315.699697,3657.030608,683.6639,12745.130011,0,17953.001981,36354.526197,
"24401012: Ward 12",905.760614,2314.774114,275.93139,7328.703462,3.3492,10264.123543,21092.642323,
"24401013: Ward 13",934.632449,2880.905069,193.82766,11013.624249,8.9312,13762.584589,28794.505216,
"24401014: Ward 14",1217.040862,1986.601465,369.01843,7039.885542,0,9893.869426,20506.415725,
"24401015: Ward 15",909.399339,2011.856952,147.86397,8288.993181,2.2328,10675.146358,22035.4926,
"24401016: Ward 16",1078.784757,2461.455261,215.82394,11332.325156,2.3089,14413.300676,29503.99869,
"24401017: Ward 17",1003.022415,2175.101184,310.38231,7346.317701,1.1164,9383.580691,20219.520701,
"24401018: Ward 18",890.093831,1901.144884,430.72133,7355.132887,0,10256.754537,20833.847469,
"24401019: Ward 19",5385.085096,956.065126,42.00054,1810.473281,3.4176,3892.777167,12089.81881,
"24401020: Ward 20",5138.613671,2709.894848,541.57788,5403.837461,3.372,9257.555659,23054.851519,
"24401021: Ward 21",1342.74464,1847.960139,399.66966,7182.645158,5.6853,9653.347827,20432.052724,
"24401022: Ward 22",614.699692,785.080396,346.77942,4437.84821,0,6241.025604,12425.433322,
"24401023: Ward 23",927.391454,1087.494936,174.75656,7201.361537,0,9077.95571,18468.960197,
"24401024: Ward 24",836.571629,1339.663313,148.64618,8210.540482,12.4654,9739.169067,20287.056071,
"24401025: Ward 25",1388.108834,1849.113552,313.03647,5903.755765,0,8473.919927,17927.934548,
"24401026: Ward 26",5958.17846,1908.385357,222.14351,4201.48895,4.6146,8709.407828,21004.218705,
"24402001: Ward 1",1544.277778,3044.923398,161.04092,7629.642914,4.4656,10426.286063,22810.636673,
"24402002: Ward 2",576.238683,2293.551197,440.37628,6810.539604,3.3492,9922.957877,20047.012841,
"24402003: Ward 3",1492.72367,2527.835588,949.50141,7987.5874,4.5417,11942.875418,24905.065186,
"24402004: Ward 4",1502.091984,2953.125782,817.74487,6246.972342,9.2411,10696.749868,22225.925946,
"24402005: Ward 5",797.488374,2394.278933,554.0193,5377.299818,1.1164,9530.825413,18655.028238,
"24402006: Ward 6",675.757121,2122.366343,432.96406,6270.326957,3.3492,10059.921557,19564.685238,
"24402007: Ward 7",3968.584269,2565.29872,193.98158,6128.004601,3.2578,7966.328399,20825.455369,
"24402008: Ward 8",1212.268068,2662.975187,534.14105,6159.185533,2.2328,9605.677231,20176.479869,
"24402009: Ward 9",707.510632,1106.583735,504.4474,4339.800797,0,5952.525442,12610.868006,
"24402010: Ward 10",968.271921,1889.4382,343.91551,11321.859378,2.2328,14706.755875,29232.473684,
"24402011: Ward 11",1085.151243,2414.997135,729.85677,9429.770879,4.3285,12375.931836,26040.036363,
"24402012: Ward 12",1067.901354,1945.734213,379.7105,8004.812659,2.2328,11131.823338,22532.214864,
"24402013: Ward 13",750.856683,1666.980928,538.79247,7278.866782,1.1164,10987.45378,21224.067043,
"24402014: Ward 14",1240.100699,2134.870564,392.19617,8462.027057,1.1164,11666.94473,23897.25562,
"24402015: Ward 15",1266.468515,1669.265023,286.50543,7166.408489,4.4199,8994.722546,19387.789903,
"24402016: Ward 16",3737.106236,3314.930458,190.0217,6036.08773,1.1164,8166.730821,21445.993345,
"24402017: Ward 17",2191.474742,2989.527607,388.02354,7076.292331,2.1871,9201.052641,21848.557961,
"24402018: Ward 18",4603.851506,1325.316677,111.73308,3867.773946,0,4879.000436,14787.675645,
"24402019: Ward 19",2018.605649,2170.977089,321.49857,8538.181597,1.1164,11019.634563,24070.013868,
"24402020: Ward 20",1775.520728,2708.609715,260.26426,8496.730545,0,11683.659887,24924.785135,
"24402021: Ward 21",999.638559,1934.117922,428.96406,7357.482912,1.1164,10051.813107,20773.13296,
"24402022: Ward 22",1042.30293,2216.035658,252.99108,8343.129918,3.3492,11422.258,23280.066786,
"24402023: Ward 23",1273.190021,2227.956784,247.32474,8361.925298,8.4346,12093.399773,24212.231216,
"24402024: Ward 24",1213.871406,2474.778844,318.34068,10137.691419,1.1164,13602.895458,27748.694207,
"24402025: Ward 25",998.461673,1745.573125,364.72031,7263.137821,1.1925,9878.309768,20251.395197,
"24402026: Ward 26",1238.896454,2694.825643,679.23636,7547.399087,0,11148.045841,23308.403385,
"24402027: Ward 27",1124.082649,2348.264691,158.11574,5486.303525,3.2578,7531.198464,16651.222869,
"24403001: Ward 1",3792.35722,1471.672375,502.99108,3520.091061,0,5519.255063,14806.366799,
"24403002: Ward 2",584.786089,1963.947234,375.08265,7180.27804,6.6984,11272.686001,21383.478414,
