SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Employment status (official)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Employment status (official)","Employed","Unemployed","Discouraged work-seeker","Not economically active","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"83002018: Ward 18",6081.031012,1203.378312,273.57059,4769.205388,7.7651,9020.394122,21355.344524,
"83002019: Ward 19",4909.274486,2275.662841,400.17201,5157.850619,2.2186,8382.258606,21127.437162,
"83003001: Ward 1",1919.928332,3360.564228,284.38177,7803.218583,0,10712.414553,24080.507466,
"83003002: Ward 2",3774.537919,4411.745748,735.45171,13129.822591,7.76372,18476.057298,40535.378986,
"83003003: Ward 3",2523.994781,3322.712139,568.83913,8492.743823,16.6395,12971.552756,27896.482129,
"83003004: Ward 4",3347.979934,823.92889,83.64091,5067.657568,0,5613.537956,14936.745258,
"83003005: Ward 5",3754.492453,3430.499017,414.32896,7000.254275,15.5302,10784.910129,25400.015034,
"83003006: Ward 6",4921.921568,2224.830806,161.83051,6115.661076,5.5465,9236.159348,22665.949808,
"83003007: Ward 7",5272.240738,526.701667,40.31128,3818.609492,0,4207.830039,13865.693216,
"83003008: Ward 8",5057.965344,4399.894824,315.80517,6000.563998,6.6558,10142.366346,25923.251482,
"83003009: Ward 9",5682.416426,2687.489534,436.78526,8983.487894,7.7651,14304.270746,32102.21496,
"83003010: Ward 10",4858.306494,1789.39134,228.43671,4503.225125,4.4372,5011.834232,16395.631101,
"83003011: Ward 11",4969.40659,3970.576909,278.46611,6032.639258,0,8806.264225,24057.353092,
"83003012: Ward 12",3956.405204,2010.363857,337.2001,4497.512093,0,6061.738848,16863.220102,
"83003013: Ward 13",3282.833116,3272.723398,197.72322,4154.730687,11.093,6734.491884,17653.595305,
"83003014: Ward 14",4945.046814,1902.991023,234.43145,3853.314643,0,6352.660718,17288.444648,
"83003015: Ward 15",5959.972622,2188.941924,573.47705,7922.832264,0,13332.724254,29977.948114,
"83003016: Ward 16",994.074414,901.994396,494.44189,1326.716258,0,2293.75222,6010.979178,
"83003017: Ward 17",3442.946185,3440.629341,226.29926,4576.662701,11.093,7893.847259,19591.477746,
"83003018: Ward 18",752.527395,1405.032805,69.13148,3427.373445,2.2186,4619.1494,10275.433125,
"83003019: Ward 19",7288.289227,2176.018526,379.03461,7245.476828,12.2023,12645.558108,29746.579599,
"83004001: Ward 1",3385.21771,3001.294111,282.97087,4422.609169,4.4372,6327.200015,17423.729075,
"83004002: Ward 2",2138.019431,1885.171656,135.23303,3159.868079,76.5417,3644.917705,11039.751601,
"83004003: Ward 3",5433.811684,2908.942589,269.5459,6595.305449,74.3231,7204.433008,22486.36173,
"83004004: Ward 4",6113.705692,1160.557448,115.49235,5240.666951,25.5139,7199.361744,19855.298085,
"83004005: Ward 5",2264.040382,2501.267375,246.19944,5444.909279,7.7651,7339.983839,17804.165415,
"83004006: Ward 6",5825.896561,2525.230305,335.6776,8421.026222,7.7651,12336.428353,29452.024141,
"83004007: Ward 7",2868.98321,1778.305848,288.17701,3139.198729,0,4753.085751,12827.750548,
"83004008: Ward 8",4776.466789,2968.059803,490.52311,6960.065808,157.3343,10158.186586,25510.636396,
"83004009: Ward 9",839.901044,1899.659768,481.57251,6473.23288,4.4372,8275.730859,17974.534261,
"83004010: Ward 10",4468.100324,2497.142488,782.75296,9606.605594,7.7651,15094.617562,32456.984028,
"83004011: Ward 11",1402.541541,3496.501009,755.76303,9156.237383,23.2953,12484.322994,27318.661257,
"83005001: Ward 1",5984.849022,3702.200211,137.16834,6171.564425,15.5302,8021.82582,24033.138018,
"83005002: Ward 2",3330.718886,1585.251799,73.26052,3426.541175,1.1093,4031.390434,12448.272114,
"83005003: Ward 3",5669.542076,2128.704471,137.06211,4452.496305,5.5465,6084.538416,18477.889878,
"83005004: Ward 4",6294.711801,1461.110507,49.91407,4356.860144,33.279,5303.362398,17499.23792,
"83005005: Ward 5",7140.79129,5007.759745,135.83909,7787.168876,1.1093,9466.750146,29539.418447,
"83005006: Ward 6",5398.519315,3969.950436,54.23091,5322.76988,25.5139,6362.872376,21133.856817,
"83005007: Ward 7",1833.172889,1231.059557,87.2628,1327.368516,0,2281.982606,6760.846368,
"83005008: Ward 8",9078.865057,1041.7957,99.40159,5797.364739,0,6738.16327,22755.590356,
"83005009: Ward 9",8163.957798,2533.7115,275.95475,6865.67193,17.72281,11875.443906,29732.462694,
"83005010: Ward 10",5337.203512,338.87992,60.84175,3243.954707,3.3279,3728.022051,12712.22984,
"83005011: Ward 11",4294.716439,2847.542364,543.9291,4695.882967,0,6791.279806,19173.350676,
"83005012: Ward 12",10376.342947,2843.151893,242.93084,8040.079684,13.3116,12530.153033,34045.969997,
"83005013: Ward 13",7127.963056,1987.623234,183.82689,6823.159362,15.5302,11366.390818,27504.49356,
"83005014: Ward 14",2349.503446,2215.859715,217.34593,4886.338518,0,5984.970949,15654.018558,
"83005015: Ward 15",4834.8845,2601.925856,301.17219,3867.780024,0,5929.872759,17535.635329,
"83006001: Ward 1",3319.532799,4070.15167,82.31994,5222.811499,34.3883,6837.740174,19566.944382,
"83006002: Ward 2",4801.282863,4013.983225,264.13678,6231.191976,69.8859,7708.120099,23088.600843,
"83006003: Ward 3",5434.310164,889.638177,124.67881,4677.818882,4.4372,5805.775444,16936.658677,
"83006004: Ward 4",3722.537276,3841.834112,430.69092,5144.525612,6.6558,6845.766668,19992.010388,
"83006005: Ward 5",5512.963728,1293.710874,111.53442,5752.09397,2.19813,6610.766502,19283.267624,
"83006006: Ward 6",3939.58975,2714.902078,281.15045,6240.326415,11.093,7995.450939,21182.512632,
"83007001: Ward 1",9947.422818,5746.592378,437.53146,8551.918067,3.3279,14268.300515,38955.093138,
"83007002: Ward 2",3408.631862,2806.088709,406.22205,4404.859096,0,6037.439696,17063.241413,
"83007003: Ward 3",4705.005055,5424.499894,183.99187,6444.837747,15.5302,8726.159442,25500.024208,
"83007004: Ward 4",6320.296205,5310.323181,152.34668,7388.807314,19.9674,8663.577612,27855.318392,
"83007005: Ward 5",16219.119712,947.456631,28.37244,5567.615569,21.0767,5505.81169,28289.452742,
"83007006: Ward 6",2579.96878,3364.001704,147.03377,4600.062458,8.8744,5166.904371,15866.845483,
"83007007: Ward 7",7986.105492,3621.540584,114.52497,4535.197022,11.093,7708.48887,23976.949938,
"83007008: Ward 8",4940.287958,3479.172152,158.77777,3688.377108,2.2186,5838.500538,18107.334126,
"83007009: Ward 9",7260.363754,4654.615617,100.25946,4573.838544,16.6395,6870.353076,23476.069951,
"83007010: Ward 10",7805.088281,5224.903539,193.43579,5059.116247,7.7651,8932.17016,27222.479117,
"83007011: Ward 11",6810.577609,3772.460343,267.80949,4937.209479,13.3116,7051.905996,22853.274517,
"83007012: Ward 12",6816.496533,4333.834522,352.58232,4197.278742,4.4372,7316.996036,23021.625353,
"83007013: Ward 13",3954.979208,3058.257296,360.89285,3336.845288,47.6999,5247.850103,16006.524645,
"83007014: Ward 14",3178.195022,2271.624976,186.00916,2352.36197,16.6395,3536.873088,11541.703716,
"83007015: Ward 15",12135.800777,3663.644993,250.78707,9678.920329,45.4813,14631.953309,40406.587778,
"83007016: Ward 16",6904.569974,2289.666237,377.43122,5005.983818,3.3279,6904.482367,21485.461516,
"83007017: Ward 17",6550.208554,888.868435,48.519,3169.85191,1.1093,3486.617774,14145.174973,
"83007018: Ward 18",9717.153391,1005.075493,118.36389,4701.635957,25.5139,5374.730537,20942.473168,
"83007019: Ward 19",15946.772399,7600.598664,487.52576,8739.832147,23.2953,11834.777355,44632.801625,
"83007020: Ward 20",5947.771484,4308.232171,440.4268,5336.680772,1.1093,6312.762568,22346.983095,
"83007021: Ward 21",7856.863153,416.364942,39.25249,3273.246522,18.8581,4117.887856,15722.473063,
"83007022: Ward 22",4822.305984,3330.496853,463.06397,5296.636543,7.7651,7466.169516,21386.437966,
"83007023: Ward 23",3518.486825,3175.650419,48.25975,3782.023975,2.2186,5342.012968,15868.652537,
"83007024: Ward 24",4352.621188,4116.838543,335.40782,5555.830039,9.9837,6757.801391,21128.482681,
"83007025: Ward 25",11898.418243,833.491006,44.86324,5404.02995,58.7929,6320.921685,24560.517024,
"83007026: Ward 26",6840.346982,4305.031814,168.56871,7946.631543,16.6395,8842.946014,28120.164563,
"83007027: Ward 27",4133.960484,3667.082077,115.99644,4639.317192,24.4046,5053.768313,17634.529106,
"83007028: Ward 28",9231.799009,1599.437098,148.29615,6495.390313,25.5139,7256.790101,24757.226571,
"83007029: Ward 29",3487.051146,2053.706906,131.2466,2081.279471,3.3279,3632.167508,11388.779531,
"83007030: Ward 30",12044.178658,661.072324,55.98445,6568.140543,63.2301,6891.21011,26283.816185,
"83007031: Ward 31",5692.720191,3423.754141,346.96747,5456.4959,2.2186,7461.189516,22383.345818,
"83007032: Ward 32",3978.234896,2255.980113,75.90175,2541.437533,2.2186,4126.958595,12980.731487,
"83101001: Ward 1",4338.43203,3593.831041,257.59697,5558.441083,29.9511,6946.810708,20725.062932,
"83101002: Ward 2",4044.115939,4287.796304,263.20105,5007.523033,49.9185,6548.427693,20200.982519,
"83101003: Ward 3",4053.135579,2361.136689,627.59502,3963.963387,0,5995.099163,17000.929838,
"83101004: Ward 4",3183.717651,2889.619718,340.15848,3856.782057,15.5302,5530.541527,15816.349633,
"83101005: Ward 5",3972.104357,3542.18955,270.46413,5272.984632,33.279,6893.181567,19984.203236,
"83101006: Ward 6",3217.021959,2032.1804,218.05475,2608.814758,14.4209,4067.721094,12158.213861,
"83101007: Ward 7",9489.322133,2956.455997,288.03785,8062.011169,55.465,10386.980561,31238.27271,
"83101008: Ward 8",5380.735894,846.406404,80.47492,3198.938554,11.093,3812.597345,13330.246117,
"83101009: Ward 9",11419.145072,3232.915405,131.45059,8952.533359,16.6395,10787.870812,34540.554738,
"83102001: Ward 1",7490.991178,5619.643126,513.72144,6624.786262,17.7488,10035.694884,30302.58569,
"83102002: Ward 2",5737.178878,4572.294892,373.95098,5651.807763,3.3279,8651.571558,24990.131971,
"83102003: Ward 3",3614.0359,3315.48858,23.35701,2945.13178,0,4910.47426,14808.48753,
"83102004: Ward 4",7321.024703,6411.184839,281.26158,7254.583907,2.2186,10435.983467,31706.257096,
"83102005: Ward 5",8149.211641,4047.618542,295.90198,6075.102712,3.3279,9310.939389,27882.102164,
"83102006: Ward 6",8842.621169,5761.441764,421.61931,7263.621341,1.1093,11133.773846,33424.18673,
"83102007: Ward 7",4857.501543,2244.312941,94.29029,3774.176189,1.1093,5414.829251,16386.219514,
"83102008: Ward 8",8158.672767,6542.773296,486.38055,7588.014286,95.3998,10863.623368,33734.864067,
"83102009: Ward 9",6190.102249,3285.389809,602.13343,5639.603168,39.9348,7379.605892,23136.769348,
"83102010: Ward 10",6527.155543,4192.783122,86.56267,6022.128292,0,6548.546875,23377.176502,
"83102011: Ward 11",5478.409585,3234.330396,64.54995,5292.882919,22.186,6525.986052,20618.344902,
"83102012: Ward 12",12437.373145,6354.493052,123.49369,10123.087363,17.7488,10418.058151,39474.254201,
"83102013: Ward 13",4852.712509,2921.915139,135.23557,4963.75423,0,5366.0169,18239.634348,
"83102014: Ward 14",7652.959016,5134.94829,349.41076,3625.296553,1.1093,5645.678845,22409.402764,
"83102015: Ward 15",7836.571331,4698.27681,390.14416,4017.834308,19.9674,6167.468647,23130.262656,
"83102016: Ward 16",6803.541746,5159.369993,101.2984,8143.962948,2.2186,8473.663334,28684.055021,
"83102017: Ward 17",7504.353048,4939.533991,336.88886,6859.790584,61.0115,7505.353473,27206.931456,
"83102018: Ward 18",11673.395415,821.94842,112.32698,5005.217024,26.6232,6553.400414,24192.911453,
"83102019: Ward 19",11448.927748,3222.057197,309.38203,5642.887776,6.6558,7247.333992,27877.244543,
"83102020: Ward 20",9875.167083,913.399973,187.05463,5189.426176,8.8744,5462.612173,21636.534435,
"83102021: Ward 21",14117.66516,2180.429737,301.89539,7923.809882,6.6558,9497.851267,34028.307236,
"83102022: Ward 22",5339.545348,760.640915,35.2045,3006.655837,12.2023,2686.018635,11840.267535,
"83102023: Ward 23",5505.299644,3135.805985,374.97406,3877.629202,0,6545.853937,19439.562828,
"83102024: Ward 24",10620.89805,615.120543,33.6716,5708.650777,28.8418,5773.376853,22780.559623,
"83102025: Ward 25",8717.818616,5077.798903,445.46203,5835.800784,76.5417,9790.562548,29943.984581,
"83102026: Ward 26",7975.619801,1516.070677,152.29721,5243.457659,5.5465,5602.08956,20495.081407,
"83102027: Ward 27",12177.501123,2373.273438,176.51046,6559.389684,16.6395,8082.400637,29385.714842,
"83102028: Ward 28",8331.251866,7606.264497,543.45234,9641.661902,38.8255,12174.452472,38335.908577,
"83102029: Ward 29",8865.277204,5282.908438,601.20541,6749.843896,2.2186,10646.779019,32148.232567,
"83102030: Ward 30",7059.998749,3460.514121,350.96991,6668.70216,26.6232,7720.229326,25287.037466,
"83102031: Ward 31",6311.135562,4582.697991,295.99467,6252.067962,25.5139,8832.033869,26299.443954,
"83102032: Ward 32",16604.328329,4518.81899,758.9923,9762.449693,106.4928,11076.42202,42827.504132,
"83102033: Ward 33",12484.259308,1433.895471,125.0054,7979.78352,18.8581,8887.976994,30929.778793,
"83102034: Ward 34",15105.045342,1350.250473,127.63887,6443.99272,27.7325,7904.368581,30959.028486,
"83103001: Ward 1",2301.638714,1752.62499,201.11202,2365.806928,0,3604.368774,10225.551426,
"83103002: Ward 2",5186.312215,3702.969154,706.97713,5815.870388,32.1697,8310.299252,23754.597839,
"83103003: Ward 3",7134.406849,3806.465561,207.42343,6372.334034,25.5139,9264.959201,26811.102975,
"83103004: Ward 4",5471.17485,1560.739682,129.21267,3242.034294,37.7162,4196.333478,14637.211174,
"83103005: Ward 5",5743.737158,1145.459862,32.4921,3577.992634,45.09195,3690.685724,14235.459428,
"83103006: Ward 6",6726.153526,1870.131594,179.41191,4170.887402,27.7325,5770.963404,18745.280336,
"83103007: Ward 7",6160.855482,1282.271526,167.93489,4450.843898,1.1093,4756.305304,16819.3204,
"83103008: Ward 8",5299.396106,1872.906892,515.84484,2602.360286,1.10792,3688.607748,13980.223792,
"83103009: Ward 9",5276.906184,1156.726048,153.83413,4338.283798,6.6558,5953.724448,16886.130408,
"83103010: Ward 10",14717.629868,2074.088648,101.20668,8173.274505,23.2953,10232.245122,35321.740123,
"83103011: Ward 11",9772.184285,1035.567032,60.31411,4580.01136,12.2023,5857.159413,21317.4385,
"83103012: Ward 12",11826.722608,585.011586,41.28182,5729.158925,1.1093,7506.026425,25689.310664,
"83103013: Ward 13",5489.292995,523.956163,42.68217,2676.700945,0,3244.128051,11976.760324,
"83103014: Ward 14",6036.981301,242.911869,22.13773,3117.199988,2.2186,3384.313477,12805.762965,
"83103015: Ward 15",7831.249263,433.340044,45.99511,5224.357048,8.8744,4792.551788,18336.367653,
"83103016: Ward 16",7256.594943,606.258009,42.64498,3998.104036,2.2186,5284.803184,17190.623752,
"83103017: Ward 17",5766.674547,2951.958104,143.65053,4042.841954,26.6232,5482.505543,18414.253878,
"83103018: Ward 18",3902.755504,2109.443866,92.388,3508.596734,24.4046,3834.12372,13471.712424,
"83103019: Ward 19",6157.730694,2955.458373,71.06515,4861.402624,22.186,5493.542875,19561.385716,
"83103020: Ward 20",3432.635288,1825.115576,53.78947,2836.991844,6.6558,3543.513519,11698.701497,
"83103021: Ward 21",4916.291463,2033.700797,157.35688,4139.217343,14.4209,5413.313993,16674.301376,
"83103022: Ward 22",2897.246869,1611.068376,56.50303,3286.070159,56.5743,3215.084995,11122.547729,
"83103023: Ward 23",7911.538885,3456.422741,497.22981,4465.582304,5.5465,7582.303086,23918.623326,
"83103024: Ward 24",1633.780041,781.876065,28.97765,1151.106771,8.8744,1635.578574,5240.193501,
"83103025: Ward 25",7800.360129,4515.685888,346.50241,5239.192173,9.9837,8614.440392,26526.164692,
"83103026: Ward 26",1418.970799,806.980368,15.12399,1561.887944,26.6232,1841.718207,5671.304508,
"83103027: Ward 27",3334.332333,2878.094252,184.73883,2197.575184,5.5465,3623.442872,12223.729971,
"83103028: Ward 28",10887.488442,4515.580908,528.90563,6908.526191,12.2023,10014.900139,32867.60361,
"83103029: Ward 29",2779.840064,1367.282961,265.57015,3060.446426,8.8744,4333.430297,11815.444298,
"83104001: Ward 1",2885.235403,1117.218364,159.20771,2242.520629,1.08883,3868.758448,10274.029384,
"83104002: Ward 2",5137.238784,2179.9501,114.27484,5581.23415,36.6069,7469.775488,20519.080262,
"83104003: Ward 3",4103.33504,2379.486301,276.59605,5493.94336,39.9348,6983.248462,19276.544013,
"83104004: Ward 4",4323.463101,1237.535209,245.52333,3551.143656,4.4372,5382.495521,14744.598017,
"83104005: Ward 5",7246.195964,868.839573,220.35209,2632.586857,15.5302,3553.827204,14537.331888,
"83104006: Ward 6",5188.194145,2566.504484,252.29015,4461.634082,25.49343,6476.760209,18970.8765,
"83104007: Ward 7",4164.937399,2298.289672,148.88606,5305.299281,6.6558,6247.798869,18171.867081,
"83104008: Ward 8",3147.111492,700.983765,156.26136,2814.249099,2.21722,3911.175957,10731.998893,
"83105001: Ward 1",5248.381499,3290.173243,483.03296,8097.073687,3.3279,10492.213563,27614.202852,
"83105002: Ward 2",4311.173003,2614.093495,527.32966,5203.779511,2.2186,8097.826875,20756.421144,
"83105003: Ward 3",3035.188572,2285.357786,238.73178,4578.953787,5.5465,6776.426198,16920.204623,
"83105004: Ward 4",7603.138678,4082.388896,397.17347,8465.256736,3.3279,12365.901993,32917.187673,
"83105005: Ward 5",2868.00063,2474.543267,249.42876,5869.318934,8.8744,7697.728423,19167.894414,
"83105006: Ward 6",4190.153928,3236.324437,399.38602,6195.194363,1.1093,9023.422706,23045.590754,
"83105007: Ward 7",4503.322425,4224.082647,469.94122,10275.669707,13.3116,12344.252978,31830.580577,
"83105008: Ward 8",3745.935787,4074.490979,589.20628,10832.9728,2.2186,13704.243653,32949.068099,
"83105009: Ward 9",4169.866595,3474.576349,316.07187,8476.585992,11.093,11329.727081,27777.920887,
"83105010: Ward 10",2615.813088,2690.382242,536.5501,8245.571735,1.1093,9868.790745,23958.21721,
"83105011: Ward 11",2761.659446,3780.443676,699.69536,10196.66353,0,12887.074155,30325.536167,
"83105012: Ward 12",2744.154494,2854.456679,148.16586,6424.329762,13.3116,8314.322502,20498.740897,
"83105013: Ward 13",4116.836718,2708.509578,427.12159,6747.04513,6.6558,8540.905967,22547.074783,
"83105014: Ward 14",4719.469219,3130.845549,364.4492,4467.263953,0,7864.083037,20546.110958,
"83105015: Ward 15",3709.432514,3581.172633,387.8428,9283.474818,3.3279,11357.650843,28322.901508,
"83105016: Ward 16",3873.310522,3344.555292,381.66156,10067.490277,6.6558,11389.621288,29063.294739,
"83105017: Ward 17",3594.187155,2688.105776,420.32548,6494.426269,3.3279,8851.244594,22051.617174,
"83105018: Ward 18",3914.970858,2673.176558,361.07804,7171.067615,5.5465,8506.501779,22632.34135,
"83105019: Ward 19",5757.089063,3422.900963,301.64875,8355.707519,1.1093,11344.4271,29182.882695,
"83105020: Ward 20",6067.703187,3810.17972,484.66732,8291.678571,2.2186,11192.631172,29849.07857,
"83105021: Ward 21",4731.104005,4281.916041,545.16601,8336.38429,26.6232,10903.038208,28824.231754,
"83105022: Ward 22",3363.787881,2215.370134,451.84251,5314.542516,1.1093,8053.17454,19399.826881,
"83105023: Ward 23",4179.919512,3355.336408,1028.237,7966.190892,2.2186,10169.817019,26701.719431,
"83105024: Ward 24",3885.301094,3826.218314,479.56085,10027.805194,1.1093,12886.482957,31106.477709,
"83105025: Ward 25",4029.51978,3267.163059,244.51921,8081.844848,9.9837,9405.114763,25038.14536,
"83105026: Ward 26",3415.22679,2650.576305,467.75947,7208.965122,8.8744,9031.842092,22783.244179,
"83105027: Ward 27",4057.655745,3807.519744,402.37764,8510.180382,3.3279,10176.358915,26957.420326,
"83105028: Ward 28",4050.192571,3299.718219,284.58435,7348.68754,3.3279,8905.433129,23891.943709,
"83105029: Ward 29",2672.477364,2361.999164,220.24164,5624.828995,1.1093,6547.961061,17428.617524,
"83105030: Ward 30",3612.653171,4295.318881,682.27156,10165.620348,0,12651.574466,31407.438426,
"83105031: Ward 31",3596.866746,3384.492303,385.99455,8314.197964,25.5139,10386.722406,26093.787869,
"83105032: Ward 32",5556.10749,1504.386907,101.36065,3982.300675,0,5667.494015,16811.649737,
"83106001: Ward 1",3595.631043,3582.469638,129.55977,6924.477522,28.8418,8949.577219,23210.556992,
"83106002: Ward 2",2794.092305,3068.419541,457.53463,6573.15686,12.2023,8692.910968,21598.316604,
"83106003: Ward 3",2934.836933,3671.479322,355.97122,6330.735235,32.1697,7190.011233,20515.203643,
"83106004: Ward 4",3372.391095,4789.240765,501.72696,7908.072643,61.0115,9373.002207,26005.44517,
"83106005: Ward 5",4892.630343,4091.636914,216.8439,6376.267398,22.186,8977.806035,24577.37059,
"83106006: Ward 6",3783.2253,2556.395174,496.84637,7086.164598,18.8581,10348.884863,24290.374405,
"83106007: Ward 7",2667.908455,3157.136308,297.67658,7898.383974,3.3279,9751.283723,23775.71694,
"83106008: Ward 8",2582.332787,3321.246509,412.44186,8426.709957,9.9837,9403.852806,24156.567619,
"83106009: Ward 9",2244.411777,2861.983844,337.84583,6404.575631,6.6558,6980.146628,18835.61951,
"83106010: Ward 10",2893.60264,4186.406792,355.29602,9834.850737,12.2023,11087.212152,28369.570641,
"83106011: Ward 11",3085.256112,2898.60153,642.15551,8993.873079,41.0441,9884.595871,25545.526202,
"83106012: Ward 12",3494.78358,4053.497986,636.27614,8316.392627,38.8255,10141.564037,26681.33987,
"83106013: Ward 13",2671.352546,2764.346048,140.49018,8250.406522,6.6558,9044.912043,22878.163139,
"83106014: Ward 14",2489.282009,2995.201084,308.17303,8577.932263,80.9789,9090.068057,23541.635343,
"83106015: Ward 15",3598.566696,3909.268214,489.62366,9304.380214,24.4046,12927.012511,30253.255895,
"83106016: Ward 16",1703.915612,1573.022208,197.26578,4996.348455,1.1093,6154.923298,14626.584653,
"83106017: Ward 17",4047.999477,4340.628282,294.96276,8532.504749,2.2186,12146.95849,29365.272358,
"83106018: Ward 18",2946.434359,3467.140286,280.2507,8262.107049,51.0278,9920.307829,24927.268023,
"83106019: Ward 19",2901.311622,2950.493425,246.89803,7440.523031,17.7488,10305.62266,23862.597568,
"83106020: Ward 20",2004.602365,2782.549393,514.50149,7864.911583,11.093,9770.010785,22947.668616,
"83106021: Ward 21",2272.659861,2869.888107,305.68621,9616.478591,123.1323,12352.912855,27540.757924,
"83106022: Ward 22",1683.313151,2565.365191,236.43451,10194.026712,112.0393,12835.82473,27627.003594,
"83106023: Ward 23",1878.941856,1955.107673,95.42016,4946.554271,34.3883,7410.718288,16321.130548,
"83106024: Ward 24",3888.231033,3732.489345,226.87402,12087.550881,76.5417,15465.1466,35476.833579,
"83106025: Ward 25",2170.82941,2737.550445,304.38222,7241.662379,4.4372,10435.339687,22894.201341,
"83106026: Ward 26",2592.495854,3493.621849,326.74916,8811.020822,26.6232,11890.570035,27141.08092,
"83106027: Ward 27",1817.715819,3059.616622,293.01121,9012.602144,1.1093,11615.169498,25799.224593,
"83106028: Ward 28",2348.946182,2793.509789,93.53905,6268.963461,1.1093,8316.555686,19822.623468,
"83106029: Ward 29",3300.903704,3283.760869,342.65304,7205.89352,12.2023,10147.079722,24292.493155,
"83106030: Ward 30",2099.446449,2094.757642,540.2759,5526.801287,3.3279,8210.657654,18475.266832,
"83106031: Ward 31",3471.700038,3665.496302,243.8172,8682.11652,11.093,10891.370922,26965.593982,
"83201001: Ward 1",2499.119555,1404.189884,25.91108,1939.974872,2.2186,2586.581229,8457.99522,
"83201002: Ward 2",5613.161569,2391.885341,224.38922,3597.823938,9.9837,6111.423806,17948.667574,
"83201003: Ward 3",6506.659935,2925.166309,264.00886,5492.676695,0,7497.215534,22685.727333,
"83201004: Ward 4",8045.168117,1197.904563,118.03908,3739.469162,29.81642,6086.019996,19216.417338,
"83201005: Ward 5",6137.21962,1583.702883,191.85473,4744.910486,18.8581,7703.087492,20379.633311,
"83201006: Ward 6",5023.293752,1585.635027,108.07945,3213.953496,9.9837,3575.439916,13516.385341,
"83201007: Ward 7",8031.733313,1673.098053,372.19556,4103.028142,14.4209,5297.6608,19492.136768,
"83201008: Ward 8",2198.49058,3210.497013,338.04072,8366.785269,3.3279,10636.773836,24753.915318,
"83201009: Ward 9",2436.772152,4009.834433,196.07319,7039.863862,1.1093,9869.07428,23552.727217,
"83201010: Ward 10",10922.370146,1213.999817,129.96447,3330.67011,25.48791,4764.935216,20387.427669,
"83201011: Ward 11",13841.26922,783.050692,32.07115,1543.273229,33.14917,2899.914306,19132.727767,
"83201012: Ward 12",3578.13126,217.254304,21.06859,2409.574815,1.1093,2576.989036,8804.127305,
"83201013: Ward 13",5125.635166,606.728446,42.85604,1525.396222,8.787,2585.538368,9894.941242,
"83201014: Ward 14",6526.504626,953.653601,148.31874,4679.326233,0,5445.974515,17753.777715,
"83202001: Ward 1",10345.430391,4595.025304,1126.68176,10027.855976,52.1371,17308.984019,43456.11455,
"83202002: Ward 2",10788.531476,7504.263038,920.36448,16602.905809,43.2627,24588.006642,60447.334145,
"83202003: Ward 3",14315.618315,4427.046956,795.25375,10906.989553,146.40023,16410.587681,47001.896485,
"83202004: Ward 4",4945.527694,3223.633744,474.9282,6900.664539,29.9511,10360.761128,25935.466405,
"83202005: Ward 5",7103.687617,4918.020966,615.95965,15055.67858,68.7766,18931.316172,46693.439585,
"83202006: Ward 6",6467.225362,3859.651508,683.0001,8492.270342,5.5465,13067.032741,32574.726553,
"83202007: Ward 7",6240.399029,5547.372315,666.2151,11369.401044,7.7651,15422.841311,39253.993899,
"83202008: Ward 8",11183.8261,4628.920731,632.83838,12492.10143,9.9837,16532.462739,45480.13308,
"83202009: Ward 9",6998.091993,6913.811004,427.54387,13029.968753,23.2953,17892.946047,45285.656967,
"83202010: Ward 10",6223.386354,4316.741246,868.48154,9526.695859,16.6395,15045.471962,35997.416461,
"83202011: Ward 11",8643.669272,5313.950985,725.6516,12941.174194,29.9511,16796.576362,44450.973513,
"83202012: Ward 12",19584.676112,2735.149126,120.65623,5283.305294,16.6395,8078.394886,35818.821148,
"83202013: Ward 13",6585.963555,5715.835813,234.63346,10011.811268,3.3279,12517.75179,35069.323786,
"83202014: Ward 14",14202.81124,3921.516707,387.5918,9284.624195,37.67388,13014.569589,40848.787411,
"83202015: Ward 15",14127.548658,617.06804,73.83316,5529.934909,7.7651,8315.079248,28671.229115,
"83202016: Ward 16",11893.28641,622.535448,81.66191,4373.217466,2.2186,6168.320404,23141.240238,
"83202017: Ward 17",16461.382597,960.392576,57.44722,6195.991852,11.093,8892.476298,32578.783543,
"83202018: Ward 18",12162.309481,3011.273507,129.18604,6450.362315,19.9674,9996.508181,31769.606924,
"83202019: Ward 19",11006.324959,5771.479803,303.88722,11066.142504,78.7603,14339.429042,42566.023828,
"83202020: Ward 20",8728.756505,4410.63203,485.19702,8446.488008,34.3883,11138.864925,33244.326788,
"83202021: Ward 21",10623.258731,5408.484488,747.35248,13470.380714,45.4813,17098.952473,47393.910186,
"83202022: Ward 22",8937.480955,6253.186771,205.8517,11019.75262,139.7718,15335.979588,41892.023434,
"83202023: Ward 23",6929.986505,4363.6072,144.79351,7817.94117,11.093,11524.710999,30792.132384,
"83202024: Ward 24",5454.79924,4735.994248,430.74424,9694.161129,16.6395,14316.58901,34648.927367,
"83202025: Ward 25",6241.951031,4885.315692,886.87398,8625.747047,67.6673,13396.669063,34104.224113,
"83202026: Ward 26",8928.685676,4697.637095,442.10557,10567.231665,63.2301,14080.871339,38779.761445,
