SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Population group"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Population group","Black African","Coloured","Indian or Asian","White","Other","Unspecified","Total",
"South Africa by 2011 Electoral Wards",
"83106003: Ward 3",20461.897517,12.364476,9.92549,1.64183,1.64183,27.7325,20515.203643,
"83106004: Ward 4",25830.00853,16.886373,72.043856,1.178791,6.56732,78.7603,26005.44517,
"83106005: Ward 5",24470.416799,17.001171,39.948839,22.315521,3.28366,24.4046,24577.37059,
"83106006: Ward 6",24194.169111,21.922667,25.54398,6.673727,6.56732,35.4976,24290.374405,
"83106007: Ward 7",23722.905537,24.684181,5.87079,4.507632,0,17.7488,23775.71694,
"83106008: Ward 8",24110.337229,6.741203,8.30743,5.667857,0,25.5139,24156.567619,
"83106009: Ward 9",18764.250867,16.103103,15.3157,1.12434,0,38.8255,18835.61951,
"83106010: Ward 10",28291.926311,6.972916,18.41445,4.510374,1.15599,46.5906,28369.570641,
"83106011: Ward 11",25451.65161,4.47396,13.26648,16.012012,3.54784,56.5743,25545.526202,
"83106012: Ward 12",26597.945052,1.3238,24.688968,11.24738,16.18357,29.9511,26681.33987,
"83106013: Ward 13",22791.919279,22.91604,14.64608,5.73898,14.10096,28.8418,22878.163139,
"83106014: Ward 14",23405.274689,6.73214,17.782084,19.24724,7.18309,85.4161,23541.635343,
"83106015: Ward 15",30091.499521,36.044401,6.74697,20.748933,1.64183,96.57424,30253.255895,
"83106016: Ward 16",14550.148772,12.671601,41.04575,0,1.64183,21.0767,14626.584653,
"83106017: Ward 17",29173.859782,34.092401,50.286933,7.283072,47.61307,52.1371,29365.272358,
"83106018: Ward 18",24815.665069,21.286357,39.40392,2.236197,9.85098,38.8255,24927.268023,
"83106019: Ward 19",23785.879184,11.67276,21.838594,8.324,19.35283,15.5302,23862.597568,
"83106020: Ward 20",22803.309592,6.792921,9.37601,2.194413,9.51918,116.4765,22947.668616,
"83106021: Ward 21",27418.019534,25.894716,5.68034,14.818214,16.44292,59.9022,27540.757924,
"83106022: Ward 22",27546.692357,25.551597,2.26719,2.25156,4.75959,45.4813,27627.003594,
"83106023: Ward 23",16241.938355,11.28369,18.20067,11.032693,19.81704,18.8581,16321.130548,
"83106024: Ward 24",35367.007178,10.072353,18.3485,17.252358,23.10909,41.0441,35476.833579,
"83106025: Ward 25",22847.026331,11.73127,5.98284,0,11.7121,17.7488,22894.201341,
"83106026: Ward 26",27027.139502,12.841678,17.44631,1.2149,20.31773,62.1208,27141.08092,
"83106027: Ward 27",25646.889774,37.251582,4.52723,4.484877,28.42013,77.651,25799.224593,
"83106028: Ward 28",19739.037968,19.70628,31.44581,11.19034,12.36867,8.8744,19822.623468,
"83106029: Ward 29",24138.112232,53.865874,54.07899,35.714929,4.06533,6.6558,24292.493155,
"83106030: Ward 30",18391.401331,19.413414,33.57245,4.456107,14.22123,12.2023,18475.266832,
"83106031: Ward 31",26834.780051,48.433476,50.43563,15.305325,0,16.6395,26965.593982,
"83201001: Ward 1",8255.502316,45.791094,1.64183,2.64183,8.20915,144.209,8457.99522,
"83201002: Ward 2",17807.428882,73.819183,15.588909,14.28363,19.70196,17.84501,17948.667574,
"83201003: Ward 3",22459.349573,136.034021,19.872569,18.77647,32.8366,18.8581,22685.727333,
"83201004: Ward 4",16955.579429,103.49887,13.13464,2026.482929,22.852,94.86947,19216.417338,
"83201005: Ward 5",16646.358574,1513.227645,689.948636,1413.983996,63.97736,52.1371,20379.633311,
"83201006: Ward 6",13270.537645,73.865305,10.92549,114.459451,12.20915,34.3883,13516.385341,
"83201007: Ward 7",11175.701084,1825.100061,73.3565,6323.889273,53.04575,41.0441,19492.136768,
"83201008: Ward 8",24559.310968,12.8595,8.9795,130.93973,20.74892,21.0767,24753.915318,
"83201009: Ward 9",23402.658873,100.15254,11.527486,3.399048,8.36607,26.6232,23552.727217,
"83201010: Ward 10",15875.344097,1123.655719,63.186236,3207.581007,84.0992,33.56141,20387.427669,
"83201011: Ward 11",17482.511844,53.99936,22.0425,1249.273153,250.24486,74.65605,19132.727767,
"83201012: Ward 12",1702.383233,110.179199,68.696843,6912.01705,10.85098,0,8804.127305,
"83201013: Ward 13",8405.778856,92.382406,17.98822,1361.66619,4.92549,12.20008,9894.941242,
"83201014: Ward 14",7332.706204,292.702096,191.443956,9885.058319,24.13464,27.7325,17753.777715,
"83202001: Ward 1",38597.136353,105.287418,378.257993,4312.238636,50.99185,12.2023,43456.11455,
"83202002: Ward 2",60184.025066,126.703835,40.897284,7.90955,5.71021,82.0882,60447.334145,
"83202003: Ward 3",44966.447705,220.532774,6.97465,1741.994256,8.2446,57.7025,47001.896485,
"83202004: Ward 4",25797.539539,57.473375,5.82817,13.377531,6.89209,54.3557,25935.466405,
"83202005: Ward 5",46311.637025,203.417412,12.671604,20.278764,26.73968,118.6951,46693.439585,
"83202006: Ward 6",32241.088098,211.825873,31.474198,22.508444,44.53464,23.2953,32574.726553,
"83202007: Ward 7",39005.585515,173.480352,26.123304,12.197828,0,36.6069,39253.993899,
"83202008: Ward 8",42143.361037,319.794137,76.497335,2808.667771,19.72562,112.08718,45480.13308,
"83202009: Ward 9",44999.397333,218.913127,20.633893,5.635814,6.6885,34.3883,45285.656967,
"83202010: Ward 10",35817.809256,73.612575,14.58268,1.09557,19.32118,70.9952,35997.416461,
"83202011: Ward 11",44209.390556,161.655965,19.337244,12.493778,5.94257,42.1534,44450.973513,
"83202012: Ward 12",28918.197534,181.373078,79.041043,6562.709763,18.70683,58.7929,35818.821148,
"83202013: Ward 13",34934.236674,43.143246,13.330015,5.650261,36.35669,36.6069,35069.323786,
"83202014: Ward 14",28275.775347,629.246243,3368.22847,8212.210581,145.86797,217.4588,40848.787411,
"83202015: Ward 15",7113.276396,579.712778,677.496441,20159.41245,75.88235,65.4487,28671.229115,
"83202016: Ward 16",8371.636732,381.311938,230.932307,14007.481491,76.60458,73.27319,23141.240238,
"83202017: Ward 17",5738.802782,3625.16367,444.421833,22614.248018,91.80784,64.3394,32578.783543,
"83202018: Ward 18",25303.093602,377.448165,900.496981,5107.103066,35.98381,45.4813,31769.606924,
"83202019: Ward 19",42280.949746,183.819768,13.46729,20.753784,17.11474,49.9185,42566.023828,
"83202020: Ward 20",33085.476426,123.536136,14.620346,2.23554,10.69324,7.7651,33244.326788,
"83202021: Ward 21",47102.760835,147.560204,20.003063,17.163784,25.4434,80.9789,47393.910186,
"83202022: Ward 22",41698.348573,136.979743,12.660448,16.98113,10.41404,16.6395,41892.023434,
"83202023: Ward 23",30606.439178,143.349439,3.392187,4.47147,4.52901,29.9511,30792.132384,
"83202024: Ward 24",34499.198057,58.068266,10.81421,35.704444,6.31689,38.8255,34648.927367,
"83202025: Ward 25",33887.947793,108.486482,24.164974,21.401784,30.05338,32.1697,34104.224113,
"83202026: Ward 26",38401.09528,164.037483,40.36341,110.328422,20.67415,43.2627,38779.761445,
"83202027: Ward 27",42274.975438,103.380874,37.208278,345.707129,5.50662,7.7651,42774.543439,
"83202028: Ward 28",41172.591169,104.569661,19.708821,12.949832,1.12434,39.9348,41350.878623,
"83202029: Ward 29",43799.68788,127.901118,17.428314,15.71597,4.58765,34.3883,43999.709232,
"83202030: Ward 30",6033.902353,368.975919,388.134266,16386.650986,39.2446,103.1649,23320.073024,
"83202031: Ward 31",35766.144867,98.155437,22.261033,5.608824,4.79124,84.3068,35981.268201,
"83202032: Ward 32",36426.193729,297.042289,45.024717,61.248789,82.55513,25.5139,36937.578554,
"83202033: Ward 33",35658.163742,261.374885,24.60529,16.233251,36.76653,31.0604,36028.204098,
"83202034: Ward 34",33545.110781,55.861178,4.67218,12.274974,5.94257,49.9185,33673.780183,
"83202035: Ward 35",33364.450633,101.851693,17.56548,18.63907,10.44281,53.2464,33566.196086,
"83202036: Ward 36",35582.536382,94.825253,14.1356,0,6.92374,65.4487,35763.869675,
"83202037: Ward 37",35098.783055,138.460487,18.48095,5.428628,17.96397,16.6395,35295.75659,
"83202038: Ward 38",51615.493967,1841.055463,335.384412,8268.346481,78.31856,249.5925,62388.191383,
"83202039: Ward 39",31560.591315,122.7769,29.082072,987.426368,24.32423,86.5254,32810.726285,
"83203001: Ward 1",14205.316228,53.328116,15.21745,1223.336719,0,27.7325,15524.931013,
"83203002: Ward 2",26584.98028,36.723704,10.716342,1153.501974,5.20642,68.7766,27859.90532,
"83203003: Ward 3",26479.563543,203.036118,44.6823,1164.626329,27.26928,182.9533,28102.13087,
"83203004: Ward 4",13557.515666,71.117047,23.70298,444.785614,13.13464,0,14110.255947,
"83203005: Ward 5",15347.533094,45.053005,25.574474,4.462451,6.56732,14.4209,15443.611244,
"83203006: Ward 6",19171.249235,121.725889,6.92549,37.6476,9.85098,11.093,19358.492194,
"83203007: Ward 7",10659.548518,43.392503,3.28366,1.178791,14.77647,3.3279,10725.507842,
"83203008: Ward 8",13584.158274,197.073835,71.337093,6079.157723,22.4183,40.94807,19995.093295,
"83203009: Ward 9",8632.150787,2140.89072,1598.504552,5889.904543,28.13464,37.7162,18327.301442,
"83204001: Ward 1",40838.049157,96.521551,53.543609,10.45849,11.00697,46.5906,41056.170377,
"83204002: Ward 2",43834.057199,78.313641,40.232582,6.71837,7.96067,15.5302,43982.812662,
"83204003: Ward 3",32997.29262,66.124261,35.323994,2.76617,41.65574,17.7488,33160.911585,
"83204004: Ward 4",22572.515047,46.562276,13.34497,6.02106,10.11516,23.2953,22671.853813,
"83204005: Ward 5",38212.058814,55.781604,14.265054,27.73601,2.30732,48.8092,38360.958002,
"83204006: Ward 6",39631.634369,137.517255,187.975214,3827.883142,49.35261,100.9463,43935.30889,
"83204007: Ward 7",48192.782458,73.248291,27.58107,2451.772208,61.77953,116.4765,50923.640057,
"83204008: Ward 8",36347.764877,22.754796,11.425866,4.556,19.49727,31.0604,36437.059209,
"83204009: Ward 9",29038.680266,132.259664,63.366444,24.478778,7.89209,56.5743,29323.251542,
"83204010: Ward 10",30507.208763,39.097245,21.086954,4.481604,3.46043,69.8859,30645.220896,
"83204011: Ward 11",38257.357531,41.561593,22.273288,13.807614,54.58357,25.5139,38415.097496,
"83204012: Ward 12",27730.734053,10.283863,32.106884,12.90968,0,46.5906,27832.62508,
"83204013: Ward 13",28567.919259,96.60793,32.96597,8.285194,5.59581,21.0767,28732.450863,
"83204014: Ward 14",30006.430669,17.62749,19.42942,12.979974,1.15599,25.5139,30083.137443,
"83204015: Ward 15",33318.720387,37.29995,21.961279,14.592962,4.64341,57.6836,33454.901588,
"83204016: Ward 16",29157.899111,45.562392,18.40419,8.25482,2.19114,1.1093,29233.420953,
"83204017: Ward 17",22165.353693,26.9983,6.810707,6.685758,7.90491,39.9348,22253.688168,
"83204018: Ward 18",27719.419893,14.968203,16.06451,4.4427,0,2.2186,27757.113906,
"83204019: Ward 19",25212.932615,31.147338,15.70216,5.61144,0,41.0441,25306.437653,
"83204020: Ward 20",33113.558887,110.80618,38.120426,26.029369,7.44123,3.3279,33299.283992,
"83204021: Ward 21",22979.347875,47.023652,25.53369,8.936464,10.06152,5.5465,23076.449701,
"83204022: Ward 22",31392.122958,116.303601,113.468389,16.354135,21.34379,36.6069,31696.199773,
"83204023: Ward 23",23954.100602,9.018006,26.156708,4.603937,0,5.5465,23999.425753,
"83204024: Ward 24",25223.110728,41.801244,64.81228,2.21991,7.00827,1.1093,25340.061732,
"83204025: Ward 25",22793.49115,1.1112,13.79172,16.696324,1.21175,11.093,22837.395144,
"83204026: Ward 26",21874.968193,18.866792,32.457144,5.441642,3.54784,12.2023,21947.483911,
"83204027: Ward 27",23052.220168,44.556864,65.632513,18.143404,20.47378,27.7325,23228.759229,
"83204028: Ward 28",19820.721015,40.216923,34.132457,22.47451,0,43.2627,19960.807605,
"83204029: Ward 29",28966.222038,111.083472,26.446783,1437.981672,2.64183,25.5139,30569.889695,
"83204030: Ward 30",31780.032742,215.601264,531.084114,5250.158051,71.48376,147.6223,37995.982231,
"83204031: Ward 31",19562.410907,12.297684,18.303864,17.01691,3.3759,1.1093,19614.514565,
"83204032: Ward 32",26782.465744,37.77907,10.93256,18.14851,0,48.8092,26898.135084,
"83204033: Ward 33",31395.561094,40.948053,36.13797,18.652291,10.29676,31.0604,31532.656568,
"83205001: Ward 1",48428.172942,96.492789,26.137046,66.860524,9.36514,20.3556,48647.384041,
"83205002: Ward 2",42268.823215,54.139144,5.54694,54.298527,5.76775,77.6069,42466.182476,
"83205003: Ward 3",45128.694474,53.374153,9.14187,3.276603,8.30743,39.5699,45242.36443,
"83205004: Ward 4",35434.656813,86.570182,22.68089,14.70586,0,48.5524,35607.166145,
"83205005: Ward 5",34259.684868,90.961162,6.51464,10.93828,1.15599,172.8698,34542.12474,
"83205006: Ward 6",55993.648348,310.6348,19.370232,57.218523,2.4235,147.58031,56530.875713,
"83205007: Ward 7",38772.398817,57.884052,16.602218,91.636459,31.37154,81.7998,39051.692886,
"83205008: Ward 8",47942.685774,46.232469,49.191419,8.308409,6.04983,204.0166,48256.484501,
"83205009: Ward 9",45386.653955,330.842805,61.141882,44.990968,23.4539,87.9857,45935.06921,
"83205010: Ward 10",52323.688958,36.171829,10.26978,10.23631,0,131.7245,52512.091377,
"83205011: Ward 11",35859.01653,28.169646,5.76775,23.43671,3.54784,152.4465,36072.384976,
"83205012: Ward 12",34207.233367,24.505541,17.99142,42.710607,9.43465,21.0023,34322.877885,
"83205013: Ward 13",38446.500009,29.84442,11.65963,6.619278,1.21175,199.7224,38695.557487,
"83205014: Ward 14",43893.334531,23.384622,4.37634,12.151859,5.85516,75.232,44014.334512,
"83205015: Ward 15",40425.765145,9.730112,6.73347,3.37302,7.84559,86.0062,40539.453537,
"83205016: Ward 16",38763.121129,28.15079,7.799909,7.826468,21.37445,181.1379,39009.410646,
"83205017: Ward 17",50591.303174,43.902497,37.762066,16.377154,10.52734,186.6018,50886.474031,
"83205018: Ward 18",42174.012223,37.123512,30.121596,33.853351,19.36833,79.0273,42373.506312,
"83205019: Ward 19",33165.74442,3.34425,7.861329,3.403823,10.61475,2.2886,33193.257172,
"83205020: Ward 20",39447.032016,10.969969,12.74725,3.43166,11.2434,21.9368,39507.361095,
"83205021: Ward 21",41035.507687,14.609663,10.37062,2.35445,5.76775,69.3456,41137.95577,
"83205022: Ward 22",46952.934711,26.6385,23.631299,25.52914,4.43982,122.0042,47155.17767,
"83205023: Ward 23",40493.302259,74.403825,21.469589,204.554473,2.4235,26.8348,40822.988446,
"83205024: Ward 24",32825.031778,46.585993,9.02459,4.41105,7.95889,5.4603,32898.472601,
"83205025: Ward 25",48606.297093,13.517568,12.81821,8.090301,1.09557,44.1132,48685.931942,
"83205026: Ward 26",39949.907923,51.748425,9.08843,5.65157,2.4235,63.2889,40082.108748,
"83205027: Ward 27",46003.920711,10.990929,14.02842,3.43562,2.33609,100.0762,46134.78797,
"83205028: Ward 28",27973.567823,14.760503,3.46043,1.0819,6.05875,25.4304,28024.359806,
"83205029: Ward 29",32771.243502,3.342161,5.53827,7.8571,5.65157,106.0284,32899.661003,
"83205030: Ward 30",52012.014977,12.161451,11.65852,2.254572,1.09557,89.2633,52128.44839,
"83205031: Ward 31",51900.737621,18.402514,68.4106,15.999132,22.73536,33.3643,52059.649527,
"83205032: Ward 32",51681.1424,88.62987,24.19389,9.92409,4.75959,243.6055,52052.25534,
"83205033: Ward 33",46056.166846,21.269833,26.26214,14.5042,1.12434,4.4668,46123.794159,
"83205034: Ward 34",51338.970034,68.280942,91.396449,1670.297775,14.53539,95.94491,53279.4255,
"83205035: Ward 35",47751.700474,14.805412,12.59113,5.72781,2.28033,50.4313,47837.536456,
"83205036: Ward 36",43717.759255,6.515403,10.61475,12.269048,4.49736,44.8332,43796.489016,
"83205037: Ward 37",34476.347445,48.459303,56.159398,6.72015,22.09161,51.8342,34661.612106,
"93301001: Ward 1",22511.209411,1.152263,5.27267,0,2.16149,73.5996,22593.395434,
"93301002: Ward 2",14636.383507,7.923663,3.28979,12.308755,0,1.0844,14660.990115,
"93301003: Ward 3",19797.246005,2.24267,11.16376,5.92167,5.97371,10.9137,19833.461515,
"93301004: Ward 4",28885.597987,11.09133,7.785259,3.370789,0,13.2352,28921.080565,
"93301005: Ward 5",23284.760625,5.06383,12.148176,8.859145,2.19532,10.8704,23323.897496,
"93301006: Ward 6",23417.559995,3.23977,9.7754,60.483182,0,8.7217,23499.780047,
"93301007: Ward 7",34450.116532,3.3065,7.733033,2.17594,0,106.3639,34569.695905,
"93301008: Ward 8",20585.668937,7.749546,2.20884,2.276808,12.27132,47.7294,20657.904851,
"93301009: Ward 9",18181.61289,1.114189,3.334323,1.06383,1.14501,9.0939,18197.364142,
"93301010: Ward 10",28595.161843,12.382132,4.38864,1.0844,0,32.7713,28645.788315,
"93301011: Ward 11",21715.181764,22.620106,324.942861,42.5358,37.52696,12.3233,22155.130791,
"93301012: Ward 12",33527.351368,33.093396,42.378311,35.054339,25.88384,91.8937,33755.654954,
"93301013: Ward 13",30926.004006,45.929753,105.094814,18.892857,20.94897,34.8253,31151.6957,
"93301014: Ward 14",23033.552739,16.12405,12.8519,18.89042,2.20884,1.0819,23084.709849,
"93301015: Ward 15",18429.030021,4.37126,0,0,3.43503,15.2746,18452.110911,
"93301016: Ward 16",18831.828317,0,3.27972,7.809318,0,4.3784,18847.295755,
"93301017: Ward 17",18299.967149,7.6984,1.14501,4.390997,2.20884,32.9399,18348.350296,
"93301018: Ward 18",24999.427954,5.385262,2.16149,15.2736,0,34.2618,25056.510106,
"93301019: Ward 19",29037.463098,5.35298,1.09766,177.181962,11.14501,39.0879,29271.32861,
"93301020: Ward 20",21841.84754,12.102093,1.06383,3.23977,0,19.5752,21877.828433,
"93301021: Ward 21",22749.888399,25.733661,177.134644,558.230869,16.29848,21.1281,23548.414153,
"93301022: Ward 22",20986.383354,3.287812,10.97905,6.609995,0,5.4744,21012.734611,
"93301023: Ward 23",20767.858793,5.44861,4.32969,1.1283,3.35385,11.1777,20793.296943,
"93301024: Ward 24",24329.518435,4.40097,4.35362,112.02772,0,36.7192,24487.019945,
"93301025: Ward 25",29196.356521,14.026918,9.97719,1.06383,0,26.5799,29248.004359,
"93301026: Ward 26",19331.994637,10.65658,1.06383,14.1244,4.28915,24.4663,19386.594897,
"93301027: Ward 27",22710.854626,16.319412,3.35385,25.2682,0,2.2039,22757.999988,
"93301028: Ward 28",22395.39619,21.379729,6.746003,201.34893,6.69511,7.5752,22639.141162,
"93301029: Ward 29",25829.337555,3.4009,1.06383,132.43726,0,63.8723,26030.111845,
"93301030: Ward 30",16870.873535,0,1.06383,0,1.14501,21.2579,16894.340275,
"93302001: Ward 1",20559.286513,4.492663,10.862843,6.59693,1.14501,4.4693,20586.853259,
"93302002: Ward 2",17752.145204,21.780682,4.560698,1.06383,1.14501,24.623,17805.318424,
"93302003: Ward 3",17197.379852,13.241213,18.365267,2.15353,5.38681,27.9725,17264.499172,
"93302004: Ward 4",19375.114302,46.389518,13.3065,20.404414,17.29163,6.7228,19479.229164,
"93302005: Ward 5",18646.953185,10.082948,0,2.12766,0,23.5043,18682.668093,
"93302006: Ward 6",23003.724953,10.893327,2.278887,5.42064,6.87006,7.7013,23036.889167,
"93302007: Ward 7",20440.420005,3.326038,8.813721,1.06383,0,47.6012,20501.224794,
"93302008: Ward 8",19868.918355,22.37662,17.976122,17.552568,12.3525,67.6954,20006.871565,
"93302009: Ward 9",25272.569214,4.37033,8.956198,8.90173,5.56269,19.1385,25319.498662,
"93302010: Ward 10",26463.646036,15.468811,3.32707,4.4981,5.6777,13.2179,26505.835617,
"93302011: Ward 11",23622.00554,2.265563,1.09766,1.06383,6.613,23.3618,23656.407393,
"93302012: Ward 12",23083.472661,1.114189,2.74173,26.774333,8.13051,11.0641,23133.297523,
"93302013: Ward 13",21524.512154,27.073618,18.77525,3,29.37709,47.9206,21650.658712,
"93302014: Ward 14",18295.979637,8.068462,9.15497,262.24482,49.56206,15.5574,18640.567349,
"93302015: Ward 15",23784.235946,2.193772,9.95856,14.379668,6.62652,33.7352,23851.129666,
"93302016: Ward 16",21802.986896,1.152263,2.29002,5.449302,8.78894,39.5737,21860.241121,
"93302017: Ward 17",23483.53832,0,3.25915,0,7.84012,61.156,23555.79359,
"93302018: Ward 18",18615.557983,17.92475,1,5.25532,7.88747,33.9089,18681.534423,
"93302019: Ward 19",25883.318124,13.120069,6.57917,0,5.56362,34.3242,25942.905183,
