MSOA11CD,regionName,2021-12-04,2021-12-11,2021-12-18,2021-12-25,All Ages
E02000806,London,82,74,186,172,10291
E02000807,London,55,76,243,219,9581
E02000808,London,46,136,393,299,11708
E02000809,London,47,127,494,327,14503
E02000810,London,61,110,333,309,13548
E02000812,London,52,93,351,293,10762
E02000813,London,58,84,283,280,11014
E02000814,London,47,96,312,305,10644
E02000815,London,33,76,249,214,7679
E02000816,London,47,79,238,240,10725
E02000817,London,23,54,118,191,7207
E02000818,London,38,90,300,264,8725
E02000819,London,29,75,210,259,8805
E02000820,London,37,78,285,268,10529
E02000821,London,29,52,205,184,7886
E02000822,London,20,45,190,184,7061
E02000823,London,32,57,233,253,8765
E02000824,London,43,85,222,245,9926
E02000825,London,42,89,251,264,9522
E02000826,London,50,78,269,228,9364
E02000827,London,41,100,311,305,11145
E02000828,London,29,75,238,245,8635
E02000829,London,33,94,326,267,11511
E02000830,London,58,88,329,254,9386
E02000831,London,48,92,359,294,9882
E02000832,London,48,88,274,255,10611
E02000833,London,43,88,183,201,8642
E02000834,London,64,133,343,271,9754
E02000835,London,51,74,272,243,7842
E02000836,London,69,115,264,220,8592
E02000837,London,112,121,226,234,9295
E02000838,London,55,97,286,263,9799
E02000839,London,51,53,196,180,8466
E02000840,London,48,61,141,199,8809
E02000841,London,47,46,161,221,9332
E02000842,London,40,67,122,165,7937
E02000843,London,69,55,187,231,8990
E02000844,London,53,47,165,201,8523
E02000845,London,59,76,166,223,9982
E02000846,London,80,68,105,159,7538
E02000847,London,85,82,181,176,9619
E02000848,London,57,79,173,192,8089
E02000849,London,41,54,152,208,8133
E02000850,London,76,74,205,281,10979
E02000851,London,110,86,168,258,10755
E02000852,London,60,67,120,160,7987
E02000853,London,94,112,148,160,8120
E02000854,London,25,69,176,196,7724
E02000855,London,61,57,135,213,8138
E02000856,London,58,81,186,220,9450
E02000857,London,67,63,136,205,8835
E02000858,London,50,72,144,209,8398
E02000859,London,70,91,136,174,8608
E02000860,London,63,67,119,152,8599
E02000861,London,70,55,163,171,7814
E02000863,London,59,44,113,126,6855
E02000864,London,49,104,361,265,11293
E02000865,London,36,61,218,176,8501
E02000866,London,56,83,339,236,11002
E02000867,London,59,106,411,275,12936
E02000868,London,20,66,237,163,7620
E02000869,London,23,36,187,153,6713
E02000870,London,22,42,190,133,7078
E02000871,London,33,58,216,215,11728
E02000872,London,38,65,266,192,9063
E02000873,London,28,53,291,233,11525
E02000874,London,30,36,148,155,8320
E02000875,London,40,91,276,284,13946
E02000876,London,37,43,209,167,8332
E02000877,London,52,98,342,291,13590
E02000878,London,60,119,358,240,12256
E02000879,London,28,40,173,175,9373
E02000880,London,16,30,148,140,6755
E02000881,London,43,67,191,188,9949
E02000882,London,34,66,194,224,10921
E02000883,London,30,46,144,161,9154
E02000884,London,62,106,402,323,14497
E02000885,London,16,27,99,158,7754
E02000886,London,42,75,177,209,9747
E02000887,London,42,72,206,202,11556
E02000888,London,23,62,187,203,10469
E02000889,London,37,62,228,193,9102
E02000890,London,36,46,186,125,6873
E02000891,London,93,166,539,489,21473
E02000893,London,35,69,144,143,8135
E02000894,London,75,115,235,232,12393
E02000895,London,45,53,139,176,8122
E02000896,London,50,77,152,228,9014
E02000897,London,41,54,140,203,8527
E02000898,London,54,38,124,157,7835
E02000899,London,50,52,133,164,8676
E02000900,London,21,64,126,163,8773
E02000901,London,71,78,196,245,10166
E02000902,London,58,59,165,158,9885
E02000903,London,56,77,176,205,9954
E02000904,London,48,67,164,172,8811
E02000905,London,70,84,211,222,10477
E02000906,London,55,79,211,193,9578
E02000907,London,59,55,203,213,10768
E02000908,London,74,85,349,277,13013
E02000909,London,48,85,227,215,9123
E02000910,London,54,90,248,239,10782
E02000911,London,67,76,284,242,12077
E02000912,London,36,64,170,182,9511
E02000913,London,39,76,170,170,9066
E02000914,London,38,74,207,261,11210
E02000915,London,37,70,207,186,9256
E02000916,London,62,103,217,208,9997
E02000917,London,45,81,188,192,10301
E02000918,London,50,56,211,210,9765
E02000919,London,54,64,226,184,9937
E02000920,London,51,66,205,228,10298
E02000921,London,50,93,167,285,11216
E02000922,London,60,77,193,203,10802
E02000923,London,42,55,216,168,8272
E02000924,London,70,159,550,467,15495
E02000925,London,23,78,220,211,8108
E02000926,London,63,110,463,330,11554
E02000927,London,31,65,268,174,7266
E02000928,London,37,58,244,207,8576
E02000929,London,29,61,203,201,7477
E02000930,London,60,78,437,290,10954
E02000931,London,49,76,362,214,9721
E02000932,London,52,126,492,313,12080
E02000933,London,50,54,263,207,9031
E02000934,London,50,82,418,272,9971
E02000935,London,36,79,127,129,7150
E02000936,London,44,84,314,263,9411
E02000937,London,73,75,293,235,8606
E02000938,London,68,61,224,214,11287
E02000939,London,64,87,274,189,8320
E02000940,London,44,61,295,238,8652
E02000941,London,56,103,344,267,10307
E02000942,London,97,84,301,252,9578
E02000943,London,81,81,363,253,8818
E02000944,London,58,61,150,164,7286
E02000945,London,47,78,127,170,8462
E02000946,London,50,94,305,204,8268
E02000947,London,59,89,315,260,9070
E02000948,London,46,93,438,277,9761
E02000949,London,60,107,370,258,9815
E02000950,London,24,53,165,148,7519
E02000951,London,32,52,255,191,6318
E02000952,London,37,67,224,186,5988
E02000953,London,59,93,303,205,7835
E02000954,London,36,47,223,175,6074
E02000955,London,23,46,213,145,6434
E02000956,London,28,62,274,219,8160
E02000957,London,55,85,329,276,11129
E02000958,London,40,66,192,229,8683
E02000959,London,30,66,191,195,8299
E02000960,London,29,33,125,110,9174
E02000961,London,49,61,175,183,11959
E02000962,London,29,60,165,147,11101
E02000963,London,36,50,189,215,11195
E02000964,London,40,87,268,306,13967
E02000965,London,58,92,219,171,9597
E02000966,London,54,69,207,188,11624
E02000967,London,21,59,197,140,11149
E02000968,London,46,81,194,280,16204
E02000969,London,34,68,160,199,11180
E02000970,London,44,79,240,170,11825
E02000971,London,50,88,254,216,10519
E02000972,London,32,80,282,200,11666
E02000973,London,42,70,233,204,11931
E02000974,London,34,60,275,225,11225
E02000975,London,52,59,238,162,11191
E02000976,London,49,100,242,210,11952
E02000977,London,51,67,252,243,7762
E02000978,London,40,56,148,140,12139
E02000979,London,41,63,193,183,11046
E02000980,London,33,46,193,192,11123
E02000981,London,32,59,232,176,10712
E02000982,London,39,46,140,142,9390
E02000983,London,31,50,166,158,10217
E02000984,North West,30,33,77,152,7460
E02000985,North West,42,25,64,117,7296
E02000986,North West,22,27,50,113,8472
E02000987,North West,25,26,63,113,7142
E02000988,North West,19,30,53,113,8925
E02000989,North West,27,34,78,140,8075
E02000990,North West,24,36,63,156,7910
E02000991,North West,39,33,52,83,7739
E02000992,North West,34,19,29,83,6059
E02000993,North West,36,26,67,108,8417
E02000994,North West,12,22,35,68,8589
E02000995,North West,23,42,70,132,8105
E02000996,North West,30,33,72,103,8469
E02000997,North West,22,22,59,120,6126
E02000998,North West,24,20,44,94,9732
E02000999,North West,23,27,39,89,8156
E02001000,North West,30,29,67,82,9419
E02001001,North West,26,38,52,118,8988
E02001002,North West,41,31,56,142,9671
E02001003,North West,18,26,50,105,7339
E02001004,North West,14,32,25,74,8811
E02001005,North West,22,24,60,97,9126
E02001006,North West,21,28,44,92,8404
E02001007,North West,48,75,111,144,9887
E02001008,North West,10,27,51,94,8912
E02001009,North West,23,32,65,103,7423
E02001010,North West,19,40,26,64,6198
E02001011,North West,42,36,79,184,9657
E02001012,North West,39,28,58,114,8524
E02001013,North West,27,26,43,100,6077
E02001014,North West,27,17,48,162,8031
E02001015,North West,26,28,48,109,8233
E02001016,North West,24,33,59,117,8519
E02001017,North West,49,41,72,178,10869
E02001018,North West,21,32,62,157,7488
E02001019,North West,49,66,152,202,8806
E02001020,North West,33,33,73,99,5737
E02001021,North West,46,50,88,149,7428
E02001022,North West,44,40,74,112,7893
E02001023,North West,55,51,51,106,5712
E02001024,North West,43,59,79,147,8132
E02001025,North West,36,35,39,109,7988
E02001026,North West,54,41,79,98,10790
E02001027,North West,28,37,64,116,7357
E02001028,North West,33,58,93,108,7086
E02001029,North West,22,37,59,86,7732
E02001030,North West,23,36,68,105,5887
E02001031,North West,23,35,77,108,6636
E02001032,North West,28,52,90,123,7672
E02001033,North West,29,34,83,114,6001
E02001034,North West,40,44,81,151,8457
E02001035,North West,46,46,78,155,6918
E02001036,North West,25,56,77,115,7743
E02001037,North West,32,35,69,142,6933
E02001038,North West,38,25,64,104,5836
E02001039,North West,38,63,105,170,8523
E02001040,North West,29,47,67,146,6196
E02001041,North West,43,45,95,167,7665
E02001042,North West,29,46,105,131,6437
E02001043,North West,11,35,83,123,5458
E02001044,North West,16,29,55,105,9685
E02001045,North West,25,45,57,158,8107
E02001046,North West,35,65,131,225,10427
E02001047,North West,36,61,111,178,9935
E02001048,North West,17,49,77,105,8954
E02001049,North West,48,45,84,208,9643
E02001050,North West,25,43,68,125,8513
E02001051,North West,23,47,98,183,8998
E02001052,North West,42,40,95,159,14260
E02001053,North West,35,35,95,186,11142
E02001055,North West,26,60,101,165,9108
E02001056,North West,30,40,66,150,8189
E02001057,North West,46,78,283,467,11836
E02001059,North West,46,71,128,225,11937
E02001061,North West,50,48,96,200,10149
E02001062,North West,34,45,130,235,11269
E02001063,North West,34,58,180,267,14693
E02001064,North West,20,29,79,176,10407
E02001065,North West,25,30,85,170,9718
E02001066,North West,31,52,144,211,13077
E02001067,North West,37,50,97,174,11296
E02001068,North West,42,33,116,237,10691
E02001069,North West,31,55,148,261,12723
E02001070,North West,33,56,242,208,13603
E02001071,North West,22,35,98,160,14575
E02001072,North West,29,36,144,196,9046
E02001073,North West,52,61,201,255,9502
E02001074,North West,37,41,124,242,11728
E02001075,North West,31,28,101,183,8728
E02001076,North West,18,46,231,211,11853
E02001077,North West,35,44,156,225,7199
E02001078,North West,44,40,114,163,10337
E02001079,North West,23,36,152,159,8905
E02001080,North West,21,38,188,188,9476
E02001081,North West,38,47,124,184,6235
E02001082,North West,33,47,142,223,6645
E02001083,North West,52,53,197,251,8262
E02001084,North West,41,54,169,243,8242
E02001085,North West,70,55,93,156,8202
E02001086,North West,42,41,100,174,6775
E02001087,North West,58,84,185,273,9388
E02001088,North West,51,67,113,155,8952
E02001089,North West,46,34,137,198,7917
E02001090,North West,30,33,87,139,6451
E02001091,North West,38,37,77,151,7880
E02001092,North West,29,51,74,152,8438
E02001093,North West,30,50,103,201,9283
E02001094,North West,29,42,98,178,9579
E02001095,North West,32,48,101,155,8330
E02001096,North West,35,32,55,139,7498
E02001097,North West,39,74,99,156,8111
E02001098,North West,19,28,52,90,5821
E02001099,North West,24,10,55,82,5889
E02001100,North West,15,27,36,117,5936
E02001101,North West,14,35,53,128,5459
E02001102,North West,19,13,53,96,6036
E02001103,North West,17,27,38,83,5450
E02001104,North West,22,33,60,136,7204
E02001105,North West,28,23,53,95,6029
E02001106,North West,23,24,40,114,5720
E02001107,North West,34,23,43,89,6556
E02001108,North West,18,21,48,78,5908
E02001109,North West,23,27,63,141,7734
E02001110,North West,30,34,58,120,6394
E02001111,North West,25,20,45,92,7692
E02001112,North West,23,28,68,122,5802
E02001113,North West,22,34,23,58,9398
E02001114,North West,37,31,68,115,8834
E02001115,North West,22,21,34,101,5847
E02001116,North West,19,23,29,58,7799
E02001117,North West,32,34,54,117,6084
E02001118,North West,14,19,47,129,5944
E02001119,North West,25,40,30,64,12189
E02001121,North West,13,29,27,65,8908
E02001123,North West,21,34,49,94,6887
E02001124,North West,26,43,61,111,6669
E02001125,North West,35,58,79,156,8153
E02001126,North West,36,57,55,103,9075
E02001127,North West,50,42,64,117,7767
E02001128,North West,25,30,74,128,7674
E02001129,North West,27,29,60,125,6374
E02001130,North West,26,21,42,106,5453
E02001131,North West,19,22,45,102,5238
E02001132,North West,36,40,46,76,6476
E02001133,North West,28,28,59,108,6459
E02001134,North West,35,31,49,106,6396
E02001135,North West,36,33,50,92,8310
E02001136,North West,45,26,37,118,9316
E02001137,North West,21,35,50,88,6162
E02001138,North West,54,35,75,134,8532
E02001139,North West,16,22,38,62,10096
E02001140,North West,37,51,45,102,8459
E02001141,North West,36,31,55,76,12653
E02001142,North West,24,19,54,90,5849
E02001143,North West,37,53,60,129,11848
E02001144,North West,24,20,44,97,6531
E02001145,North West,13,37,53,112,7067
E02001146,North West,30,19,33,71,9983
E02001147,North West,34,46,71,147,10272
E02001148,North West,47,35,69,174,10602
E02001149,North West,65,62,80,159,10564
E02001150,North West,47,56,83,142,9038
E02001151,North West,65,89,111,164,10155
E02001152,North West,61,72,109,221,9656
E02001153,North West,73,91,110,216,11809
E02001154,North West,63,67,108,211,10394
E02001155,North West,29,34,68,143,7411
E02001156,North West,45,65,89,221,9621
E02001157,North West,37,55,85,124,8446
E02001158,North West,46,36,52,69,6132
E02001159,North West,33,50,63,139,6895
E02001160,North West,58,50,55,119,7184
E02001161,North West,15,32,64,119,5970
E02001162,North West,44,43,52,98,6038
E02001163,North West,29,39,114,171,9595
E02001164,North West,28,50,78,191,7782
E02001165,North West,33,36,80,119,5899
E02001166,North West,11,14,15,46,7351
E02001167,North West,20,39,79,107,7291
E02001168,North West,43,50,117,254,9594
E02001169,North West,37,72,125,298,10412
E02001170,North West,33,60,146,235,9698
E02001171,North West,27,13,82,143,5887
E02001172,North West,37,69,147,254,16000
E02001173,North West,54,51,113,203,8366
E02001174,North West,21,31,81,128,5520
E02001175,North West,31,45,89,159,7323
E02001176,North West,81,68,163,283,11581
E02001177,North West,50,79,153,299,13392
E02001178,North West,67,131,438,635,16209
E02001179,North West,30,42,95,137,6865
E02001180,North West,25,30,61,85,6669
E02001181,North West,20,20,43,114,6126
E02001182,North West,29,32,46,110,6718
E02001183,North West,43,37,86,137,6801
E02001184,North West,65,101,330,492,16658
E02001185,North West,41,33,77,154,9848
E02001186,North West,52,30,59,186,10447
E02001187,North West,30,43,65,142,7105
E02001188,North West,35,44,101,154,8640
E02001189,North West,22,46,69,152,8340
E02001190,North West,53,46,74,87,7600
E02001191,North West,23,27,62,104,5661
E02001192,North West,16,36,109,143,6927
E02001193,North West,17,33,69,154,6409
E02001194,North West,18,30,93,169,6396
E02001195,North West,40,37,84,134,7302
E02001196,North West,44,54,87,133,7719
E02001197,North West,37,38,62,161,6388
E02001198,North West,44,25,66,142,7535
E02001199,North West,28,44,115,228,7933
E02001200,North West,12,23,70,125,7879
E02001201,North West,11,37,69,128,5746
E02001202,North West,26,28,74,126,6461
E02001203,North West,28,28,71,144,5910
E02001204,North West,25,48,99,205,9212
E02001205,North West,30,39,120,163,8265
E02001206,North West,50,39,88,138,7289
E02001207,North West,14,22,69,124,6968
E02001208,North West,25,37,80,174,7536
E02001209,North West,40,35,78,185,7967
E02001210,North West,28,38,61,144,7392
E02001211,North West,32,38,67,109,6393
E02001212,North West,25,42,39,101,7071
E02001213,North West,47,44,91,204,10132
E02001214,North West,34,25,76,124,7680
E02001215,North West,32,29,57,121,5941
E02001216,North West,48,46,91,157,7562
E02001217,North West,17,40,61,153,7013
E02001218,North West,48,47,93,121,5964
E02001219,North West,33,22,47,92,5420
E02001220,North West,33,35,74,104,5702
E02001221,North West,35,73,70,109,5868
E02001222,North West,37,28,39,139,6388
E02001223,North West,43,45,80,114,6606
E02001224,North West,25,23,53,79,5730
E02001225,North West,46,53,112,140,7313
E02001226,North West,27,23,63,101,7082
